
15		婿
15		谜
15		俱
15		怯
15		健
15		盔
15		痕
15		笆
15		篱
15		籴
15		盂
15		瘫
15		扣
15		枕
15		插
15		危
15		宅
15		尖
15		厉
15		粗
15		亘
15		繁
14		械
14		玻
14		聘
14		聋
14		访
14		孔
14		鸦
14		笼
14		驾
14		兑
14		陪
14		膳
14		肋
14		奖
14		荡
14		耍
14		鞘
14		歪
14		蜡
14		泊
14		驳
14		史
13		洛
13		塔
13		惯
13		卒
13		仅
13		踪
13		纹
13		筋
13		汁
13		哼
13		碰
13		孝
13		获
13		犁
13		笛
13		挺
13		恸
13		酬
13		哮
13		癫
13		滥
13		秀
13		拒
13		陵
13		昨
13		练
13		植
13		模
13		漠
13		巫
13		媚
13		怪
13		混
12		崩
12		嗣
12		箴
12		雾
12		耗
12		聂
12		浴
12		肃
12		缒
12		玺
12		牺
12		炎
12		团
12		悄
12		淤
12		汲
12		毯
12		嫌
12		谄
12		泄
12		英
12		瑕
12		捣
12		敛
12		滓
12		湖
12		秤
12		湿
12		粉
12		质
12		武
12		秉
12		晌
12		浑
12		峰
12		蛋
12		叙
12		肺
12		拧
12		羚
12		贺
12		纬
12		编
12		劈
12		扩
12		铲
11		抗
11		吸
11		苗
11		醋
11		禽
11		榜
11		蹲
11		搁
11		陋
11		狸
11		辰
11		旬
11		恰
11		颠
11		袖
11		乘
11		赚
11		狐
11		洼
11		蝇
11		颤
11		嵌
11		熔
11		娇
11		簸
11		钮
11		鸵
11		杏
11		蝎
11		糟
11		昌
11		沐
11		猜
11		瓜
11		壁
11		吊
11		惨
11		洋
11		虐
11		窘
10		酸
10		娼
10		伟
10		培
10		丛
10		甩
10		膛
10		鼎
10		御
10		懂
10		狭
10		春
10		撤
10		抡
10		遂
10		汪
10		锯
10		糊
10		账
10		盹
10		刃
10		喂
10		锭
10		斩
10		呈
10		码
10		径
10		鼠
10		豺
10		嘉
10		掐
10		伍
10		题
10		晒
10		叉
10		材
9		契
9		癣
9		荐
9		恭
9		继
9		豆
9		卸
9		委
9		羹
9		柳
9		苟
9		剿
9		刨
9		蒲
9		勾
9		雄
9		铅
9		徇
9		操
9		挣
9		堵
9		稗
9		订
9		挽
9		填
9		锈
9		屯
9		镜
9		禄
9		削
9		爵
9		矜
9		篡
9		裤
9		拨
9		逊
8		涉
8		捂
8		瓣
8		贞
8		哎
8		胖
8		痔
8		钥
8		滔
8		昂
8		堪
8		播
8		喷
8		陶
8		嘶
8		贯
8		夹
8		衙
8		铃
8		薰
8		颜
8		虎
8		镯
8		沧
8		哗
8		匙
8		姊
8		揣
8		晶
8		亦
8		秋
8		栋
8		脑
8		寂
8		禀
8		豹
8		吴
8		浦
8		盈
8		吵
8		绺
8		铛
8		泡
8		赠
8		征
8		撼
8		骗
8		氏
8		贷
7		馈
7		轴
7		扭
7		碧
7		窿
7		咸
7		抄
7		茄
7		墩
7		舅
7		凸
7		秕
7		燥
7		掘
7		钢
7		瘪
7		纺
7		鹕
7		桂
7		罐
7		茴
7		舵
7		玩
7		逞
7		什
7		瞻
7		斜
7		浩
7		仪
7		鹈
7		矮
7		窟
7		耸
7		烘
7		轧
7		娈
7		款
7		泼
7		殓
7		苹
7		喉
7		桶
7		鳄
7		皇
7		崖
7		婚
7		均
7		霉
6		诏
6		碑
6		标
6		诵
6		铠
6		耙
6		郭
6		驿
6		蹋
6		幻
6		序
6		舜
6		吾
6		喘
6		檀
6		侮
6		浅
6		啕
6		硷
6		碍
6		促
6		杈
6		宠
6		裕
6		啦
6		蹦
6		爪
6		胞
6		森
6		戈
6		脊
6		拳
6		踢
6		哒
6		季
6		虱
6		璃
6		顷
6		鹳
6		箱
6		剖
6		棒
6		虹
6		玄
6		介
6		靖
6		肤
6		租
6		贸
6		蔓
6		桨
6		辎
6		贤
6		箫
6		扑
6		荻
6		唆
6		舔
6		蔑
6		撑
6		霜
6		截
6		篮
6		皆
5		姑
5		凋
5		柯
5		汉
5		镣
5		妨
5		删
5		符
5		贻
